x,y,z
-63.776895403862,-16.40998385846615,-14.863336458802223
-62.84486502408981,-16.883037984371185,21.704087033867836
-63.237905502319336,-33.83311629295349,4.474280867725611
-62.987908720970154,-9.15371160954237,10.95587108284235
-63.42470645904541,-33.53733569383621,-6.45529804751277
-62.83818185329437,-11.749663390219212,27.257610112428665
-63.31448256969452,-35.01785919070244,-3.7443642504513264
-62.738992273807526,-27.90382318198681,28.21618691086769
-62.796562910079956,-13.550128787755966,27.224045246839523
-63.200443983078,-29.771313071250916,3.384725656360388
-63.15644830465317,-44.336866587400436,-10.156078264117241
-63.41280788183212,-18.08122545480728,-12.970544397830963
-62.713757157325745,-6.04751892387867,23.419249802827835
-62.596775591373444,-22.028900682926178,32.04462677240372
-62.913715839385986,-43.37703064084053,12.016568332910538
-62.74782866239548,-45.90846225619316,16.11020602285862
-62.57384270429611,-6.821807008236647,24.959225207567215
-62.8848522901535,-42.27312654256821,-5.844438448548317
-62.81197816133499,-42.0122854411602,10.540294460952282
-62.86244094371796,-40.09950906038284,-5.111090838909149
-62.72409111261368,-30.15635721385479,8.492941968142986
-62.43642792105675,-6.797414273023605,20.589793100953102
-63.275352120399475,-21.1032684892416,-18.389081582427025
-63.233666121959686,-24.70744587481022,-20.949453115463257
-62.846921384334564,-45.34603655338287,-3.4226009156554937
-62.80713528394699,-36.539431661367416,5.458508618175983
-63.12842667102814,-26.82819403707981,-19.912220537662506
-62.799617648124695,-37.82428056001663,-5.458766594529152
-63.31588327884674,-13.224865309894085,-14.135978184640408
-62.293339520692825,-26.866365224123,34.80923920869827
-62.75251507759094,-43.448541313409805,-1.855229609645903
-63.10310959815979,-12.544379569590092,-4.217927344143391
-62.43230774998665,-7.325510494410992,26.841364800930023
-63.01321089267731,-27.144452556967735,-8.704242296516895
-62.68075108528137,-45.165739953517914,-0.5549374618567526
-62.874890863895416,-23.72833713889122,-14.36520367860794
-62.37121298909187,-9.082863107323647,30.526719987392426
-62.317974865436554,-9.852615185081959,27.907120063900948
-62.379684299230576,-8.054513484239578,28.84579449892044
-62.95154243707657,-20.727049559354782,-14.504400081932545
-62.54351884126663,-46.42229899764061,13.991167768836021
-63.09628486633301,-17.915450036525726,-16.101166605949402
-62.385741621255875,-39.37755897641182,15.92450775206089
-63.09692561626434,-11.134947650134563,-14.44108784198761
-62.27309629321098,-42.02377423644066,15.903513878583908
-62.0710663497448,-15.031268820166588,14.667348936200142
-62.721073627471924,-22.870386019349098,0.5981259164400399
-62.35216557979584,-35.07823869585991,9.027271531522274
-62.32278048992157,-48.23443293571472,16.759317368268967
-62.71901726722717,-28.932616114616394,-12.061376124620438
-62.71252781152725,-31.54483437538147,-7.296853233128786
-62.37942352890968,-50.786521285772324,-0.19366054038982838
-62.36152723431587,-50.7638119161129,1.7381474608555436
-62.55891174077988,-24.206779897212982,2.7435680385679007
-62.86259740591049,-22.49329909682274,-21.67969010770321
-62.16517463326454,-7.274049799889326,11.155413463711739
-62.52070516347885,-36.864206194877625,-8.482996374368668
-62.298424541950226,-46.99677228927612,1.0203337296843529
-62.1969997882843,-7.917087525129318,9.149440564215183
-62.47932091355324,-10.505210608243942,-0.2807936689350754
-62.32161074876785,-42.22739487886429,-3.6033662036061287
-62.27536499500275,-50.47158896923065,-2.3280808236449957
-61.985719949007034,-26.92267671227455,21.893804892897606
-62.47919797897339,-25.930728763341904,-12.814492918550968
-62.00433522462845,-28.44942919909954,20.894598215818405
-62.55590170621872,-16.921941190958023,-3.0543499160557985
-61.751093715429306,-27.96892635524273,32.26616606116295
-61.98766082525253,-6.1334045603871346,28.410328552126884
-61.696138232946396,-15.872575342655182,17.924612388014793
-62.50453740358353,-14.791328459978104,-3.9839521050453186
-62.18517944216728,-31.916089355945587,3.614249639213085
-62.0139017701149,-24.715211242437363,10.030156001448631
-62.665246427059174,-11.971189640462399,-12.836087495088577
-62.1681772172451,-27.959277853369713,4.254807718098164
-62.10918724536896,-15.727674588561058,2.744896337389946
-61.91319227218628,-36.981336772441864,12.289886362850666
-61.65802478790283,-23.270420730113983,34.3942753970623
-61.983514577150345,-18.560709431767464,6.277038715779781
-61.65758520364761,-24.167628958821297,36.2258143723011
-62.339577823877335,-21.546971052885056,-1.5016880352050066
-62.09743022918701,-14.756228774785995,0.913685595151037
-61.6067498922348,-22.96183817088604,29.476352035999298
-62.30183318257332,-27.110707014799118,-10.416531004011631
-62.28666380047798,-29.412144795060158,-13.9662716537714
-61.59691512584686,-26.056744158267975,25.702644139528275
-62.324147671461105,-28.98908592760563,-7.1750544011592865
-61.47749722003937,-15.881272032856941,20.491009578108788
-61.613716185092926,-30.046602711081505,25.200607255101204
-61.966851353645325,-48.144880682229996,-2.8743839357048273
-61.74284592270851,-37.72794455289841,14.068975113332272
-61.81472912430763,-31.987763941287994,8.32030177116394
-62.25494295358658,-29.568355530500412,-8.641560561954975
-62.23660334944725,-29.337642714381218,-10.226208716630936
-61.90837919712067,-40.33955931663513,7.393368054181337
-62.06028535962105,-44.7884276509285,-12.08796538412571
-61.593733727931976,-10.952618904411793,11.105810292065144
-61.44227460026741,-27.20031328499317,36.99937462806702
-61.8123859167099,-17.245285212993622,4.122057929635048
-62.19349056482315,-19.612515345215797,-3.1700008548796177
-61.3621361553669,-28.952855616807938,29.730211943387985
-61.77499145269394,-49.034733325242996,2.3208758793771267
-61.95224076509476,-38.50718215107918,-9.409443475306034
-62.11603432893753,-30.654506757855415,-17.710940912365913
-61.33000925183296,-29.42523919045925,27.050955221056938
-61.42552196979523,-30.348731204867363,23.26091006398201
-62.04300746321678,-9.39931720495224,-2.578869229182601
-62.16971203684807,-22.1248771995306,-19.787443801760674
-61.16709113121033,-43.75350475311279,34.993160516023636
-61.74907088279724,-44.00380700826645,-4.953262396156788
-61.38521432876587,-11.383555829524994,32.055143266916275
-61.376817524433136,-8.80691409111023,33.27721357345581
-61.60590425133705,-6.1083766631782055,9.722258895635605
-61.40958145260811,-12.458506040275097,34.29784998297691
-61.58782169222832,-26.82712860405445,9.929215535521507
-61.27214431762695,-12.275682762265205,12.936935760080814
-61.59241497516632,-22.689305245876312,8.563569746911526
-62.13247776031494,-19.77965049445629,-17.06327497959137
-61.263732612133026,-25.1113623380661,27.586456388235092
-61.28926947712898,-6.636486388742924,22.58295565843582
-61.72356382012367,-43.02208870649338,-7.700338494032621
-61.95245310664177,-30.230576172471046,-5.960491951555014
-61.30924075841904,-11.724656447768211,29.573651030659676
-61.51694431900978,-44.458601623773575,12.955798767507076
-62.14383989572525,-14.91572242230177,-12.934045866131783
-61.56089901924133,-52.23698541522026,5.085508339107037
-62.13914230465889,-14.486091211438179,-15.64059592783451
-61.46824732422829,-21.052580326795578,7.299509365111589
-61.159659177064896,-12.869501486420631,27.03191712498665
-61.21336296200752,-10.373217053711414,34.601934254169464
-61.76109239459038,-33.076152205467224,-4.526312462985516
-61.135634779930115,-25.2413097769022,38.03262859582901
-61.744507402181625,-35.21287068724632,-7.864632643759251
-61.141714453697205,-16.863437369465828,15.76683297753334
-60.95624715089798,-8.691182360053062,18.67293380200863
-61.1671544611454,-8.055148646235466,12.82167062163353
-61.20247393846512,-6.2912218272686005,30.249962583184242
-61.26397103071213,-9.50590055435896,9.874974377453327
-61.67092174291611,-8.531768806278706,-0.6215412286110222
-61.596956104040146,-45.90563103556633,-10.256128385663033
-61.22666224837303,-5.1079560071229935,26.871882379055023
-61.99498474597931,-7.645868230611086,-17.78491958975792
-61.52676418423653,-25.977658107876778,3.4725668374449015
-60.95614284276962,-26.94517746567726,39.35421258211136
-61.719056218862534,-31.0500618070364,-9.019244462251663
-61.586517840623856,-42.65400022268295,-12.35454436391592
-60.93059480190277,-14.826980419456959,25.019651278853416
-60.83650141954422,-7.894136011600494,21.089326590299606
-61.87433749437332,-10.397068224847317,-16.979409381747246
-60.82850694656372,-42.67391934990883,31.964268535375595
-60.76304242014885,-45.369185507297516,33.215828239917755
-61.86054274439812,-12.274899519979954,-15.806987881660461
-61.01582199335098,-44.990815222263336,16.82431623339653
-60.878220945596695,-21.38746529817581,32.64903277158737
-61.78196892142296,-9.080431424081326,-19.374938681721687
-61.244163662195206,-33.63825008273125,4.360790364444256
-61.53830885887146,-28.15752662718296,-8.536845445632935
-61.21145188808441,-38.616158068180084,5.4203360341489315
-61.5755096077919,-18.220867961645126,-13.625427149236202
-60.672517865896225,-28.947247192263603,35.43481603264809
-61.135657131671906,-39.04225304722786,-5.50105283036828
-60.96665933728218,-41.1139652132988,10.70378813892603
-60.90746447443962,-55.18116056919098,7.124190218746662
-61.000872403383255,-51.84497684240341,2.6260586455464363
-60.94059720635414,-29.30138073861599,8.388644084334373
-61.45346537232399,-10.712443850934505,-4.84034325927496
-60.7747808098793,-38.31670805811882,15.582273714244366
-61.22865527868271,-40.28061032295227,-11.231981217861176
-61.25911697745323,-32.95820206403732,-7.788223214447498
-60.700349509716034,-26.905925944447517,20.666472613811493
-60.62565743923187,-26.91357396543026,22.996297106146812
-61.04307249188423,-12.7128716558218,-0.248010823270306
-60.84862723946571,-4.465228877961636,9.021070785820484
-60.99219620227814,-36.913588643074036,-5.15099847689271
-60.917824506759644,-49.59863796830177,-3.7505202926695347
-60.90077385306358,-46.70529067516327,-3.7727488670498133
-61.31139025092125,-23.42982031404972,-20.974500104784966
-60.37033349275589,-45.88260501623154,31.1686210334301
-61.17918714880943,-31.074831262230873,-15.42566902935505
-60.51388382911682,-13.509925454854965,32.77907893061638
-60.25082990527153,-8.940216153860092,15.807006508111954
-60.55597588419914,-57.12597072124481,8.731507696211338
-60.33835560083389,2.078263321891427,18.88052746653557
-60.89479848742485,-7.41605693474412,1.0708773043006659
-60.29542163014412,-32.48029574751854,40.40911793708801
-60.38665771484375,1.2473819078877568,15.948956832289696
-60.30060723423958,-29.661361128091812,40.78563675284386
-60.20069867372513,-42.22925752401352,36.31288185715675
-60.4868084192276,-41.16600751876831,16.035644337534904
-60.502003878355026,-0.33109859214164317,13.309271074831486
-61.24497205018997,-17.828933894634247,-16.67075790464878
-61.130814254283905,-25.163447484374046,-20.137423649430275
-61.066340655088425,-30.690303072333336,-13.03063053637743
-60.37243828177452,4.233039915561676,16.437344253063202
-60.3836216032505,-0.8061638218350708,16.096550971269608
-60.64404174685478,-53.12404781579971,3.7452420219779015
-61.216019093990326,-9.549085050821304,-22.56920002400875
-60.240305960178375,-34.5047302544117,39.33028131723404
-60.6507770717144,-50.92107504606247,0.8747449610382318
-60.36127731204033,-7.194140460342169,32.1180559694767
-61.216890811920166,-7.4658868834376335,-20.5607358366251
-60.435701161623,-6.554227788001299,11.864450760185719
-60.08109450340271,-43.994661420583725,38.01901265978813
-60.65470352768898,-50.28768628835678,-1.0393717093393207
-60.32055243849754,0.19553097081370652,21.203693002462387
-60.230426490306854,-23.315293714404106,32.87988528609276
-61.01737543940544,-16.160236671566963,-4.060721956193447
-61.23841926455498,-10.324395261704922,-14.84393049031496
-60.190316289663315,-24.73219856619835,34.38622131943703
-61.154648661613464,-11.095807887613773,-24.58076737821102
-61.23294308781624,-10.962462984025478,-20.206782966852188
-60.408610850572586,-46.997543424367905,17.544185742735863
-60.455262660980225,-36.330696195364,11.109664104878902
-60.46152487397194,-46.41192778944969,14.5238246768713
-60.92832237482071,-27.852782979607582,-18.977882340550423
-60.79433113336563,-6.324494257569313,-0.7362773758359253
-61.02636829018593,-21.11530862748623,-18.46916973590851
-60.617297887802124,-30.367452651262283,4.239670932292938
-60.127753764390945,-28.720997273921967,38.02340850234032
-60.92322617769241,-30.890662223100662,-11.00169401615858
-60.52202358841896,-46.22022807598114,-0.6011357181705534
-61.11672520637512,-12.525263242423534,-13.764828443527222
-60.78176200389862,-26.996280997991562,-12.811057269573212
-60.638677328825,-45.65494507551193,-19.615786150097847
-60.07225066423416,-43.71660202741623,29.5169185847044
-60.20908057689667,-29.085762798786163,21.464938297867775
-60.151610523462296,-6.373425014317036,24.557944387197495
-60.498498380184174,-16.878917813301086,1.9679262768477201
-60.51973253488541,-41.056059300899506,-5.405597388744354
-60.02727523446083,-28.971996158361435,33.19858759641647
-59.887729585170746,-42.0633964240551,38.28919678926468
-60.15107408165932,-11.495313607156277,36.971915513277054
-60.08210778236389,-1.0414954740554094,18.157290294766426
-60.45053154230118,-43.99925842881203,-2.8333140071481466
-59.98342111706734,-24.130769073963165,28.983116149902344
-60.275886207818985,-1.6021094052121043,11.090204119682312
-60.30062958598137,-52.52877250313759,6.338090170174837
-60.11868640780449,-43.05645823478699,16.71992987394333
-59.77091193199158,-9.831789880990982,17.499934881925583
-60.0043386220932,-21.481920033693314,30.816256999969482
-59.92909520864487,-16.937298700213432,22.98831008374691
-59.808049350976944,-15.383302234113216,19.394895061850548
-60.51097810268402,-24.473456665873528,2.2328412160277367
-60.550082474946976,-25.06292052567005,-14.524558559060097
-60.21742895245552,-18.48842203617096,4.340112209320068
-59.94482338428497,-13.10484204441309,30.889054760336876
-59.73833426833153,-15.659097582101822,21.433455869555473
-59.740643948316574,-8.422940969467163,22.621331736445427
-59.7984716296196,-25.05377121269703,36.4084430038929
-59.86972153186798,-9.077119641005993,35.555243492126465
-59.71674248576164,-40.991175919771194,34.491363912820816
-60.60421094298363,-13.167641125619411,-4.966210573911667
-60.022179037332535,-48.620667308568954,16.05919562280178
-59.882957488298416,-6.045229267328978,28.79444882273674
-59.73493307828903,-26.952452957630157,26.002785190939903
-59.748418629169464,-31.004775315523148,25.301622226834297
-59.950634837150574,-42.06179454922676,12.135107070207596
-60.39832904934883,-31.44218400120735,-5.867259111255407
-60.69498136639595,-12.194337323307991,-17.674200236797333
-60.08989363908768,-50.88901147246361,-4.020847380161285
-59.85741317272186,-2.3802684154361486,12.391170486807823
-60.03643199801445,-40.03916308283806,7.780042011290789
-59.84478443861008,-4.685292951762676,12.008157558739185
-60.38353219628334,-21.603170782327652,-15.03713708370924
-60.238271951675415,-4.267009906470776,-0.5064378492534161
-60.18940359354019,-44.398512691259384,-11.220407672226429
-60.35512685775757,-29.919808730483055,-7.566067855805159
-60.23266166448593,-36.78368404507637,-8.932621218264103
-59.93780866265297,-51.728371530771255,4.397534299641848
-60.038261115550995,-36.26551106572151,5.167011171579361
-59.48928743600845,-12.737138196825981,14.666820876300335
-59.6982017159462,-2.2609515581279993,14.76378832012415
-60.09743735194206,-45.17374560236931,-8.780330419540405
-59.891100972890854,-23.857252672314644,8.790841326117516
-59.557344764471054,-15.430375002324581,14.738880097866058
-59.867359697818756,-54.59266155958176,4.504187498241663
-59.86906960606575,-2.647155662998557,9.94690041989088
-59.83985587954521,-33.95646810531616,8.628373965620995
-59.8919652402401,-20.167212933301926,5.404147785156965
-59.91043895483017,-48.05305972695351,1.0123084066435695
-59.976786375045776,-53.831569850444794,-8.365761488676071
-59.47422608733177,-16.215477138757706,17.463384196162224
-60.044318437576294,-27.636025100946426,3.703480353578925
-60.160402208566666,-22.46277779340744,-0.19765384786296636
-60.253117233514786,-21.166110411286354,-2.8676448855549097
-59.31433290243149,-45.70011794567108,36.60624474287033
-59.317149221897125,-46.40767350792885,34.33934599161148
-60.22697314620018,-32.31358900666237,-9.731401689350605
-59.66147407889366,-48.536770045757294,17.74832047522068
-59.71015989780426,-56.464772671461105,5.9803850017488
-59.585247188806534,-10.064353235065937,10.74861828237772
-59.75712463259697,-31.890343874692917,8.203410543501377
-59.90362912416458,-44.93633285164833,-5.82841644063592
-60.01405045390129,-35.116568207740784,-4.691844340413809
-59.59441885352135,-26.72967128455639,18.816247582435608
-60.1641908288002,-9.383099153637886,-3.5357181914150715
-59.55982953310013,3.090415382757783,13.560431078076363
-59.418920427560806,3.0598111916333437,21.166997030377388
-59.30616334080696,-31.101932749152184,42.750533670187
-59.470560401678085,5.172739736735821,19.47839744389057
-60.250528156757355,-8.997399359941483,-25.568783283233643
-59.78861078619957,-55.43939769268036,-7.499574683606625
-59.476591646671295,-54.78973314166069,20.60052566230297
-59.610843658447266,5.495660472661257,13.780258595943451
-59.25886705517769,-40.48667848110199,37.30623796582222
-59.54977869987488,-38.117919117212296,13.706112280488014
-60.24281308054924,-7.494359277188778,-24.040276184678078
-60.03966182470322,-7.887931540608406,-1.9837981089949608
-59.570129960775375,-58.24822187423706,7.04215606674552
-59.269215911626816,-33.38822349905968,42.28098317980766
-59.511952102184296,-59.088658541440964,8.944387547671795
-60.062240809202194,-4.033873789012432,-2.4842924904078245
-59.79728326201439,-42.70462691783905,-4.357620142400265
-59.9786713719368,-38.54503482580185,-10.103355161845684
-59.35698002576828,-16.93882793188095,15.694554895162582
-59.68315154314041,-50.25787279009819,2.572332276031375
-60.201309621334076,-19.46503482758999,-17.52142421901226
-60.19412726163864,-16.572684049606323,-13.046792708337307
-59.314265847206116,2.5658730883151293,23.7786453217268
-60.26275455951691,-14.990657567977905,-16.711626201868057
-59.38404053449631,-55.29126152396202,18.52661930024624
-59.387873858213425,-14.121528714895248,34.74438935518265
-59.55090373754501,-6.3634333200752735,8.856895379722118
-59.37468633055687,-45.114122331142426,18.070830032229424
-59.712983667850494,-10.180167853832245,1.3013657880946994
-60.09632721543312,-5.522268358618021,-23.23818765580654
-59.528350830078125,-26.720264926552773,9.907429106533527
-59.28164720535278,-7.132986094802618,30.370159074664116
-59.64202061295509,-50.09973421692848,-5.311941262334585
-59.110671281814575,-28.993714600801468,31.052563339471817
-59.25435200333595,-39.58916291594505,15.754995867609978
-59.458278119564056,-40.943607687950134,9.375954046845436
-59.18524041771889,0.897732563316822,25.089114904403687
-59.833113104104996,-18.835807219147682,-3.221117192879319
-60.086507350206375,-12.105490081012249,-22.717580199241638
-59.04053524136543,-30.951688066124916,39.34403508901596
-59.06840041279793,-11.07216626405716,12.947413139045238
-59.14606526494026,-56.3729926943779,19.900960847735405
-59.14013087749481,5.330787971615791,22.50242792069912
-59.10159274935722,-13.014568015933037,28.67302857339382
-59.73939970135689,-27.58975140750408,-11.236954480409622
-58.88650566339493,-45.89877650141716,32.454218715429306
-59.08682942390442,-26.91647782921791,21.766062825918198
-59.48781967163086,-14.821804128587246,-0.12622366193681955
-59.389129281044006,-54.42879721522331,-6.44657202064991
-59.57861617207527,-41.93972796201706,-11.449713259935379
-59.11700427532196,1.147662871517241,12.872901745140553
-59.44080278277397,-51.87546834349632,-7.928011007606983
-59.56187844276428,-43.335337191820145,-19.413329660892487
-59.290070086717606,-52.82513424754143,2.693680115044117
-59.72703918814659,-30.40406107902527,-18.23616400361061
-58.86956304311752,-7.960238493978977,14.80881404131651
-59.77194011211395,-22.920235991477966,-19.999895244836807
-59.78017300367355,-11.036952026188374,-26.284676045179367
-59.01942402124405,-28.089068830013275,19.51061002910137
-59.608910232782364,-14.706441201269627,-4.073875490576029
-59.38437208533287,-11.687438003718853,0.008027181138459127
-58.66549536585808,-9.855255484580994,20.35519666969776
-59.33165177702904,-33.10825303196907,4.205828998237848
-59.521667659282684,-32.805778086185455,-4.7465236857533455
-59.016335755586624,-55.62594160437584,9.21018235385418
-59.07071381807327,-53.36984619498253,8.15846212208271
-58.91895666718483,-6.12969882786274,27.051929384469986
-59.816014021635056,-12.2990058735013,-20.748775452375412
-59.15950611233711,-22.33004756271839,6.746605038642883
-59.342481195926666,-47.382570803165436,-18.315529450774193
-58.84789675474167,-0.1813243143260479,22.76824600994587
-59.57860127091408,-31.879708170890808,-12.376798316836357
-59.77201834321022,-9.350072592496872,-18.162228167057037
-58.9112862944603,6.656958721578121,17.82279834151268
-58.709096163511276,-25.695636868476868,28.460947796702385
-59.109944850206375,-56.774456053972244,-7.14373541995883
-58.75763297080994,-8.237922564148903,33.28382223844528
-59.50271338224411,-28.91337499022484,-9.396420791745186
-58.51180851459503,-45.39276286959648,38.81446272134781
-59.310268610715866,-43.35451498627663,-21.341726183891296
-59.0546578168869,-28.219787403941154,8.39389581233263
-58.86835977435112,-11.5616200491786,39.13198038935661
-58.66045504808426,-27.475731447339058,40.215861052274704
-58.63504856824875,-13.156453147530556,25.98850056529045
